ID,Famille,Catégorie,Nom français,Nom court,Type,Numéro,rue,Étage,Bureau,Ville,Code postal,Arrondissement,Classification,Longitude,Latitude
1604,Service public,Établissement scolaire,École Sainte-Germaine-Cousin,,École primaire,1880,48e Avenue,0, ,Montréal,H1A 2Y6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.50137306,45.66766752
1605,Service public,Établissement scolaire,École Sainte-Marguerite-Bourgeoys,,École primaire,11625,Rue De La Gauchetière,0, ,Montréal,H1B 2H8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.49998122,45.63587289
1606,Service public,Établissement scolaire,École de la Belle-Rive (pavillon des Trembles),École de la Belle-Rive (Trembles),École primaire,15700,Rue Notre-Dame Est,0, ,Montréal,H1A 1X4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.48832116,45.69109058
1607,Service public,Établissement scolaire,École Saint-Marcel,,École primaire,1470,16e Avenue,0, ,Montréal,H1B 3N6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.50388686,45.64539147
1608,Service public,Établissement scolaire,École secondaire Daniel-Johnson,,École secondaire et professionnelle,1200,Boulevard du Tricentenaire,0, ,Montréal,H1B 3A8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49743677,45.64981522
1609,Service public,Établissement scolaire,École secondaire Jean-Grou,,École secondaire et professionnelle,12725,Boulevard Rodolphe-Forget,0, ,Montréal,H1E 6P6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.58036227,45.6517073
1610,Service public,Établissement scolaire,Centre Paul-Gratton annexe,,École secondaire et professionnelle,12823,Boulevard Rodolphe-Forget,0, ,Montréal,H1E 6P6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.58192384,45.65264041
1611,Service public,Établissement scolaire,École secondaire La Passerelle,,École secondaire et professionnelle,12165,Boulevard Saint-Jean-Baptiste,0, ,Montréal,H1C 1S4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.54013899,45.66244561
1612,Service public,Établissement scolaire,École secondaire de la Pointe-aux-Trembles,,École secondaire et professionnelle,15200,Rue Sherbrooke Est,0, ,Montréal,H1A 3P9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49764181,45.68517998
1613,Service public,Établissement scolaire,École Simone-Desjardins (pavillon Gouin),École Simone-Desjardins (Gouin),École primaire,10004,Boulevard Gouin Est,0, ,Montréal,H1C 1A8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.56181286,45.66070939
1614,Service public,Établissement scolaire,École Simone-Desjardins (pavillon Perras),École Simone-Desjardins (Perras),École primaire,9955,Boulevard Perras,0, ,Montréal,H1C 1V8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.56317139,45.6597786
1615,Récréatif / sportif,Attrait touristique,Golf de l’île de Montréal,,Attrait touristique sportif ou récréatif,3700,Rue Damien-Gauthier,0, ,Montréal,H1A 5T4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.51102447,45.68630219
1616,Service public,Service de santé,Hôpital Rivière-des-Prairies,,Hôpital,7070,Boulevard Perras,0, ,Montréal,H1E 1A4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.61141301,45.62309099
1617,Service public,Service de santé,Institut national de psychiatrie légale Philippe-Pinel,Institut Philippe-Pinel,Hôpital,10905,Boulevard Henri-Bourassa Est,0, ,Montréal,H1C 1H1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.53345564,45.65588281
1618,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Les Arpents Verts,,Jardin communautaire, ,Rue de la Galissonnière et Rue Thomas Paine,0, ,Montréal,H1C 0B7,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.54987869,45.66132349
1619,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Les Deux Sapins,,Jardin communautaire, ,Situé près de la 89e Avenue et du Boulevard Gouin,0, ,Montréal,H1C 1H8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.53950604,45.67274945
1620,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Pierre-Lacroix,,Jardin communautaire, ,Rue Parent et Rue de La Lorraine,0, ,Montréal,H1B 3H5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.49536702,45.64611625
1621,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Richelieu,,Jardin communautaire, ,40e Avenue et Rue Forsyth,0, ,Montréal,H1A 3E5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.50443163,45.6636335
1622,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Sainte-Maria-Goretti,,Jardin communautaire, ,94e Avenue et terrasse Sainte-Maria-Goretti,0, ,Montréal, H1A 2E5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.48248291,45.69789887
1623,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Sainte-Marthe,,Jardin communautaire, ,Boulevard Armand-Bombardier et Boulevard Perras,0, ,Montréal,H1E 1V4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.59796384,45.63857377
1624,Récréatif / sportif,Équipement communautaire,Église Sainte-Marthe (sous-sol),Église Sainte-Marthe,Organisme communautaire et centre de loisirs,7580,Boulevard Gouin Est,0, ,Montréal,H1E 1A8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.60586548,45.6368103
1625,Culturel,Lieu de diffusion,Église Saint-Joseph,,Lieu de diffusion municipal,10050,Boulevard Gouin Est,0, ,Montréal,H1C 1A8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 1,-73.56145102,45.66286394
1626,Culturel,Art public,"Éric Cardinal, Ici avant, ensuite et maintenant, 2014","Ici avant, ensuite et maintenant",Art public, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.48999983,45.63984395
1627,Culturel,Bâtiment et lieu d'intérêt,Maison Armand,,Bâtiment historique / patrimonial,12930,Boulevard Gouin Est,0, ,Montréal,H1C 1C1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.51745511,45.69617458
1628,Récréatif / sportif,Équipement sportif et récréatif,Piscine de l’École secondaire de la Pointe-aux-Trembles,,Piscine intérieure,15200,Rue Sherbrooke Est,0, ,Montréal,H1A 3P9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.4970766,45.68510378
1629,Récréatif / sportif,Équipement sportif et récréatif,Piscine Roussin,,Piscine intérieure,12125,Rue Notre-Dame Est,0, ,Montréal,H1B 2Y9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49065399,45.64031982
1630,Culturel,Bâtiment et lieu d'intérêt,Place du Village-de-la-Pointe-aux-Trembles,,Place publique, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 1,-73.48999983,45.63984395
1631,Récréatif / sportif,Équipement communautaire,Plateau Saint-Jean-Baptiste,,Organisme communautaire et centre de loisirs,1050,Boulevard Saint-Jean-Baptiste,0, ,Montréal,H1B 4G8,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49964135,45.64128511
1632,Culturel,Bâtiment et lieu d'intérêt,Sanctuaire de la Réparation,,Bâtiment historique / patrimonial,3650,Boulevard De La Rousselière,0, ,Montréal,H1A 2X9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.51238815,45.67056866
1633,Service public,Service gouvernemental,Service d’aide à l’emploi de l’Est,,Centre de service gouvernemental,8477,Rue Hochelaga,0, ,Montréal,H1L 2M1,Mercier–Hochelaga-Maisonneuve,niveau 2,-73.52160746,45.59894184
1634,Service public,Service gouvernemental,PME MTL Est-de-l’Île,,Centre de service gouvernemental,7305,Boulevard Henri-Bourassa Est,0, ,Montréal,H1E 2Z6,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.59373211,45.61772171
1635,Récréatif / sportif,Parc et autre espace vert,Terrasse Jacques-Léonard,,Parc, , ,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.49705134,45.6576617
1636,Culturel,Bâtiment et lieu d'intérêt,Vieux-Moulin de Pointe-aux-Trembles,,Bâtiment historique / patrimonial,11630,Rue Notre-Dame Est,0, ,Montréal,H1B 2X5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.49240858,45.63474242
1637,Service public,Service municipal,Maison du citoyen,,Bureau Accès Montréal et bureaux municipaux,12090,Rue Notre-Dame Est,0, ,Montréal,H1B 2Z1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.48937739,45.64056579
1638,Service public,Service municipal,Bureau Accès Montréal de Pointe-aux-Trembles,Bureau Accès Montréal,Bureau Accès Montréal et bureaux municipaux,12090,Rue Notre-Dame Est,0, ,Montréal,H1B 2Z1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.48899473,45.64052258
1639,Service public,Service municipal,Bureau Accès Montréal de Rivière-des-Prairies,Bureau Accès Montréal,Bureau Accès Montréal et bureaux municipaux,8910,Boulevard Maurice-Duplessis,0, ,Montréal,H1E 6X5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.57601077,45.64130213
1641,Service public,Service municipal,Comptoir des permis et de l'inspection,,Bureau Accès Montréal et bureaux municipaux,12090,Rue Notre-Dame Est,0, ,Montréal,H1B 2Z1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 2,-73.48913258,45.64054585
1645,Service public,Service municipal,Éco de la Pointe-aux-Prairies,Éco-quartier,Éco-quartier,9140,Boulevard Perras,0, ,Montréal,H1E 7E4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.57745965,45.65003435
1646,Service public,Service municipal,Écocentre de Rivière-des-Prairies,Écocentre,Centre de récupération et de tri,11400,Rue Léopold-Christin,0, ,Montréal,H1E 7R3,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.56139006,45.6405721
1647,Service public,Service d'urgence,Caserne 14,,Caserne de pompiers,8216,Boulevard Maurice-Duplessis,0, ,Montréal,H1E 2Y5,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.58626556,45.63353729
1648,Service public,Service municipal,Mairie d’arrondissement de Rivière-des-Prairies–Pointe-aux-Trembles,Mairie d’arrondissement,Hôtel de ville / mairie,12090,Rue Notre-Dame Est,0, ,Montréal,H1B 2Z1,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 1,-73.48926093,45.64055748
1649,Service public,Service d'urgence,Caserne 38,,Caserne de pompiers,14201,Rue Sherbrooke Est ,0, ,Montréal,H1A 1C7,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.5050709,45.67224457
1650,Service public,Service d'urgence,Caserne 44,,Caserne de pompiers,12145,Boulevard Rivière-des-Prairies,0, ,Montréal,H1C 1R3,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.5628891,45.65268326
1652,Récréatif / sportif,Équipement communautaire,Maison des jeunes de Pointe-aux-Trembles (point de service Desjardins),Maison des jeunes (Desjardins),Organisme communautaire et centre de loisirs,1575,Boulevard du Tricentenaire,0, ,Montréal,H1B 3A9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.50146159,45.65169973
1653,Récréatif / sportif,Équipement communautaire,Maison des jeunes de Rivière-des-Prairies,Maison des jeunes,Organisme communautaire et centre de loisirs,12550 ,48e Avenue,0, ,Montréal,H1E 2G4,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.57737702,45.65227267
1654,Service public,Service municipal,Prévention Pointe-de-l’Île,,Service communautaire,12125,Rue Notre-Dame Est,0, ,Montréal,H1B 2Y9,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.4903481,45.64086994
1655,Culturel,Circuit et parcours,Place du Village-de-la-Pointe-aux-Trembles,,Rue piétonne, ,Boulevard Saint-Jean-Baptiste,0, ,Montréal, ,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 4,-73.48916581,45.63975323
1656,Récréatif / sportif,Équipement communautaire,Centre communautaire Petite-Côte,,Organisme communautaire et centre de loisirs,5675,Rue Lafond,0, ,Montréal,H1X 2X6,Rosemont–La Petite-Patrie,niveau 3,-73.57662964,45.55424118
1657,Service public,Transport,Pôle Technopôle Angus,,Pôle de mobilité, , ,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 3,-73.56539156,45.54168198
1658,Service public,Transport,Pôle Espace Affaires Rosemont,,Pôle de mobilité, , ,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 3,-73.57815744,45.54329925
1659,Service public,Service d'urgence,Poste de quartier 35,,Police de quartier,920,Rue Bélanger Est,0, ,Montréal,H2S 3P4,Rosemont–La Petite-Patrie,niveau 3,-73.60910828,45.53988352
1660,Service public,Service d'urgence,Poste de quartier 44,,Police de quartier,4807 ,Rue Molson,0, ,Montréal,H1Y 2C3,Rosemont–La Petite-Patrie,niveau 3,-73.56957245,45.54217911
1661,Récréatif / sportif,Équipement communautaire,Centre Gabrielle-et-Marcel-Lapalme,,Organisme communautaire et centre de loisirs,5350,Rue Lafond,0, ,Montréal,H1X 2X2,Rosemont–La Petite-Patrie,niveau 3,-73.57136536,45.55230166
1662,Récréatif / sportif,Équipement communautaire,Centre Masson,,Organisme communautaire et centre de loisirs,2705,Rue Masson,0, ,Montréal,H1Y 1W6,Rosemont–La Petite-Patrie,niveau 3,-73.57604116,45.5466071
1663,Récréatif / sportif,Équipement sportif et récréatif,Centre Père-Marquette,,Centre sportif intérieur,1600,Rue de Drucourt,0, ,Montréal,H2G 1N6,Rosemont–La Petite-Patrie,niveau 2,-73.59544779,45.54103411
1664,Récréatif / sportif,Équipement communautaire,Centre Rosemont,,Organisme communautaire et centre de loisirs,6101,8e Avenue,0, ,Montréal,H1Y 2M1,Rosemont–La Petite-Patrie,niveau 3,-73.58277606,45.55196227
1665,Récréatif / sportif,Équipement communautaire,Chalet Montcalm,,Organisme communautaire et centre de loisirs,6855,Rue Papineau,0, ,Montréal,H2G 2X4,Rosemont–La Petite-Patrie,niveau 3,-73.60197026,45.54593502
1667,Récréatif / sportif,Équipement communautaire,Chalet Saint-Édouard,,Organisme communautaire et centre de loisirs,6777,Rue Saint-André,0, ,Montréal,H2J 3E4,Rosemont–La Petite-Patrie,niveau 3,-73.60706173,45.53865686
1668,Culturel,Lieu de diffusion,Maison de la culture de Rosemont–La Petite-Patrie,,Lieu de diffusion municipal,6707,Avenue De Lorimier,0, ,Montréal,H2G 2P8,Rosemont–La Petite-Patrie,niveau 1,-73.59810191,45.54740131
1669,Commercial,Regroupement de commerces,Marché Jean-Talon,,Marché public,7070,Avenue Henri-Julien,0, ,Montréal,H2S 3S3,Rosemont–La Petite-Patrie,niveau 1,-73.61469526,45.53635814
1670,Récréatif / sportif,Parc et autre espace vert,Parc Beaubien,,Parc, , ,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 2,-73.58975947,45.55354489
1671,Récréatif / sportif,Parc et autre espace vert,Parc Bélanger-Chateaubriand,,Parc, , ,0, ,Montréal,H2S 1G4,Rosemont–La Petite-Patrie,niveau 3,-73.61048133,45.53824726
1672,Récréatif / sportif,Parc et autre espace vert,Parc Bois-des-Pères,,Parc, ,Boulevard de L’Assomption et Rue Dickson,0, ,Montréal, H1M 3P7,Rosemont–La Petite-Patrie,niveau 2,-73.55503082,45.57424164
1673,Récréatif / sportif,Parc et autre espace vert,Parc Carmela-Galardo-Frascarelli,,Parc, , ,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 3,-73.61233521,45.53650284
1674,Récréatif / sportif,Parc et autre espace vert,Parc Cité-Jardin,,Parc, , ,0, ,Montréal,H1T 1C2,Rosemont–La Petite-Patrie,niveau 2,-73.56098175,45.57108307
1675,Récréatif / sportif,Parc et autre espace vert,Parc Dante,,Parc, ,Rue De Gaspé et Rue Dante,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 2,-73.61182404,45.53450012
1676,Récréatif / sportif,Parc et autre espace vert,Parc De Gaspé,,Parc,6699,Avenue de Gaspé,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 2,-73.60900116,45.53324127
1677,Récréatif / sportif,Parc et autre espace vert,Parc de l’Ukraine,,Parc, , ,0, ,Montréal,H1X 1H9,Rosemont–La Petite-Patrie,niveau 3,-73.58232117,45.55514145
1678,Récréatif / sportif,Parc et autre espace vert,Parc de la Louisiane,,Parc, , ,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 2,-73.57226612,45.56834593
1679,Récréatif / sportif,Parc et autre espace vert,Parc de la Petite-Italie,,Parc, , ,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 2,-73.61197363,45.53141519
1680,Récréatif / sportif,Parc et autre espace vert,Parc des Carrières,,Parc, , ,0, ,Montréal,H2S 2G1,Rosemont–La Petite-Patrie,niveau 2,-73.59318493,45.53354506
1681,Récréatif / sportif,Parc et autre espace vert,Parc du Pélican,,Parc, , ,0, ,Montréal, H1Y 1V9,Rosemont–La Petite-Patrie,niveau 2,-73.57446289,45.54393387
1682,Récréatif / sportif,Parc et autre espace vert,Parc Étienne-Desmarteau,,Parc, , ,0, ,Montréal,H1X 1P2,Rosemont–La Petite-Patrie,niveau 2,-73.58002472,45.55924606
1683,Récréatif / sportif,Parc et autre espace vert,Parc Henri-Valade,,Parc, , ,0, ,Montréal,H2T 1G8,Rosemont–La Petite-Patrie,niveau 3,-73.56829071,45.54841614
1684,Récréatif / sportif,Parc et autre espace vert,Parc Idola-Saint-Jean,,Parc, , ,0, ,Montréal, H1X 1P2,Rosemont–La Petite-Patrie,niveau 2,-73.57757568,45.55731583
1685,Récréatif / sportif,Parc et autre espace vert,Parc J.-Arthur-Champagne,,Parc, , ,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 2,-73.56105804,45.55190277
1686,Récréatif / sportif,Parc et autre espace vert,Parc Jean-Duceppe,,Parc, , ,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 2,-73.56588815,45.54347757
1687,Récréatif / sportif,Parc et autre espace vert,Parc Jean-et-Éva-Tremblay,,Parc, , ,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 3,-73.55875397,45.55155563
1688,Récréatif / sportif,Parc et autre espace vert,Parc Joseph-Paré,,Parc, , ,0, ,Montréal,H1T 2V2,Rosemont–La Petite-Patrie,niveau 2,-73.57129575,45.57479976
1689,Récréatif / sportif,Parc et autre espace vert,Parc Lafond,,Parc,3500,Avenue Laurier Est,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 2,-73.56822073,45.55215874
1690,Récréatif / sportif,Parc et autre espace vert,Parc Léon-Provancher,,Parc, , ,0, ,Montréal,H1X 2B4,Rosemont–La Petite-Patrie,niveau 2,-73.56935591,45.56001259
1691,Récréatif / sportif,Parc et autre espace vert,Parc Maisonneuve,,Parc,4601,Rue Sherbrooke Est,0, ,Montréal,H1X 2B1,Rosemont–La Petite-Patrie,niveau 1,-73.56118132,45.56198744
1692,Récréatif / sportif,Parc et autre espace vert,Parc Molson,,Parc, , ,0, ,Montréal,H1Y 3H3,Rosemont–La Petite-Patrie,niveau 2,-73.59228466,45.54957034
1693,Récréatif / sportif,Parc et autre espace vert,Parc Montcalm,,Parc, , ,0, ,Montréal,H2G 2X4,Rosemont–La Petite-Patrie,niveau 2,-73.60170746,45.54595947
1694,Récréatif / sportif,Parc et autre espace vert,Parc Mozart,,Parc, , ,0, ,Montréal,H2S 1C4,Rosemont–La Petite-Patrie,niveau 2,-73.61687598,45.53134283
1695,Récréatif / sportif,Parc et autre espace vert,Parc Père-Marquette,,Parc, , ,0, ,Montréal, H2G 1N6,Rosemont–La Petite-Patrie,niveau 2,-73.59195436,45.53926631
1696,Récréatif / sportif,Parc et autre espace vert,Parc Raymond-Lévesque,,Parc, , ,0, ,Montréal,H1X 2C7,Rosemont–La Petite-Patrie,niveau 2,-73.58374651,45.56449156
1697,Récréatif / sportif,Parc et autre espace vert,Parc Richard-Angus,,Parc, , ,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 2,-73.56327057,45.5499115
1698,Récréatif / sportif,Parc et autre espace vert,Parc Rosemont,,Parc, , ,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 2,-73.58100938,45.54527477
1699,Récréatif / sportif,Parc et autre espace vert,Parc Sainte-Bernadette,,Parc, , ,0, ,Montréal,H1X 2T5,Rosemont–La Petite-Patrie,niveau 2,-73.58810902,45.56151172
1700,Récréatif / sportif,Parc et autre espace vert,Parc Saint-Édouard,,Parc, , ,0, ,Montréal,H2J 3E4,Rosemont–La Petite-Patrie,niveau 2,-73.60668905,45.53864354
1701,Récréatif / sportif,Parc et autre espace vert,Parc Saint-Émile,,Parc, , ,0, ,Montréal, ,Rosemont–La Petite-Patrie,niveau 2,-73.55889893,45.54598236
1702,Récréatif / sportif,Parc et autre espace vert,Parc Soeur-Madeleine-Gagnon,,Parc, , ,0, ,Montréal,H2S 3C5,Rosemont–La Petite-Patrie,niveau 2,-73.61066437,45.53165054
1703,Récréatif / sportif,Parc et autre espace vert,Parc-école Saint-Ambroise,,Parc,6555,Rue De Normanville,0, ,Montréal,H2S 2B8,Rosemont–La Petite-Patrie,niveau 3,-73.60129535,45.54029333
